#timestamp [s],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
23.605000,0.011193955,0.008465446,-0.000386125,-0.004760097,0.101347056,-9.807488821
23.610000,0.008140140,0.003650895,0.000136233,-0.018350531,0.101750127,-9.801998372
23.615000,0.004287598,0.005838949,0.002000839,-0.010297270,0.105891123,-9.795971526
23.620000,0.003992701,0.011067769,0.004185568,-0.011211718,0.097770716,-9.798904156
23.625000,0.004645270,0.008582747,-0.002397056,-0.013218707,0.098665228,-9.798640765
23.630000,0.005769629,0.007968968,0.001034352,-0.008778202,0.083002397,-9.796491331
23.635000,0.004881554,0.008788009,0.000450862,-0.006190722,0.095737091,-9.801050906
23.640000,0.005440716,0.001889014,0.000659219,-0.000657194,0.090404776,-9.812069978
23.645000,0.005515625,0.008719975,-0.004962510,-0.017289529,0.098499231,-9.799599878
23.650000,0.005520272,0.008518385,0.002220821,-0.003749798,0.107393533,-9.804456817
23.655000,0.004706760,0.007133641,0.002181943,-0.004231939,0.094500835,-9.792782050
23.660000,0.007273302,0.003554022,0.001635770,-0.000387584,0.106786656,-9.804543256
23.665000,0.005441522,0.005381744,0.005423345,0.003608857,0.098404006,-9.800496108
23.670000,0.006569731,0.005325080,0.002454932,-0.006661871,0.098165670,-9.804222907
23.675000,0.004738466,0.008556205,0.001147498,0.000353959,0.101147137,-9.809987024
23.680000,0.006940465,0.006027863,0.007573648,0.008311468,0.098619325,-9.800707761
23.685000,0.004709797,0.013841262,0.002772309,0.002665496,0.117987703,-9.803503091
23.690000,0.003178497,0.008762313,-0.000038985,-0.000449441,0.100158945,-9.786158759
23.695000,0.007139738,0.004280812,0.003724609,-0.001300772,0.087218348,-9.801398474
23.700000,0.005695516,0.007946610,0.006798948,0.000125130,0.097948333,-9.786994093
23.705000,0.009037570,0.009971375,0.002028645,0.006597766,0.078685595,-9.805347443
23.710000,0.003612199,0.005242044,0.005512116,-0.001517054,0.095957962,-9.796034230
23.715000,0.009989273,0.007811836,0.003964846,0.008177711,0.092139680,-9.790662052
23.720000,0.010461692,0.006922464,0.004588580,0.009540383,0.079632554,-9.811177566
23.725000,0.001724270,0.006668076,-0.000265335,0.004784254,0.094959921,-9.805660142
23.730000,0.006568622,0.008379165,0.007928655,0.010156322,0.103838536,-9.802803709
23.735000,-0.000831194,0.008267057,0.006536349,0.009357612,0.087982632,-9.789449571
23.740000,0.003966746,0.004285189,0.006065266,0.009621045,0.089991076,-9.793918305
23.745000,0.008981989,0.010954674,0.004635309,-0.001315384,0.096293495,-9.803648700
23.750000,0.005564979,0.008127319,0.006460510,0.001944383,0.089121655,-9.796408648
23.755000,0.006797326,0.010416042,0.001322235,0.016801585,0.092391778,-9.791681674
23.760000,0.004936500,0.007941570,0.007708161,0.006459943,0.089723544,-9.797786641
23.765000,0.009406137,0.011986416,0.006127075,0.015969970,0.089030096,-9.811714450
23.770000,0.007882044,0.006261472,0.001781005,0.016716377,0.083971867,-9.800762712
23.775000,0.010315197,0.008137919,0.007404415,0.016339920,0.071112668,-9.801651958
23.780000,0.000580104,0.007391563,0.002383109,0.019476305,0.088327076,-9.800318080
23.785000,-0.002336460,0.002235915,0.005876479,0.015523350,0.078005728,-9.801746726
23.790000,0.001542999,0.006794378,0.012206496,0.012626540,0.081398625,-9.807971456
23.795000,0.006210976,0.005315895,0.010580911,0.019104422,0.094443633,-9.806356239
23.800000,0.006606660,0.005664163,0.003156266,0.018630352,0.091782459,-9.798953916
23.805000,0.006114470,0.006315785,0.005412184,0.035055922,0.081916687,-9.793395231
23.810000,0.003495687,0.006860360,0.010508519,0.023550176,0.075401923,-9.782303979
23.815000,0.011168363,0.003810132,0.006272313,0.019712364,0.087683119,-9.795676839
23.820000,0.003566804,0.007039130,0.011495454,0.019273904,0.079287197,-9.796315727
23.825000,0.007479151,0.006889821,0.010500846,0.026086300,0.077555698,-9.808344533
23.830000,0.006334839,0.008704162,0.005489525,0.035216013,0.069818367,-9.807555726
23.835000,-0.000247200,0.006690046,-0.000436912,0.029065957,0.073186771,-9.803145610
23.840000,0.009270561,0.007797092,0.009208014,0.025623141,0.076141150,-9.789760955
23.845000,0.003021849,0.005864345,0.007812690,0.028426684,0.079489761,-9.809478591
23.850000,0.003679044,0.008198282,0.007082582,0.029050660,0.074889382,-9.799448839
23.855000,0.004596685,0.008199416,0.005582654,0.026990551,0.073656615,-9.812311833
23.860000,0.004226329,0.007158271,0.009592080,0.024779150,0.066412143,-9.809718946
23.865000,0.007323248,0.006931464,0.009408196,0.022100498,0.079998389,-9.808474824
23.870000,0.002566092,0.012692521,0.007483542,0.029976621,0.069824745,-9.804868149
23.875000,0.001860944,0.008239743,0.006303635,0.023052974,0.080476849,-9.803059275
23.880000,0.009577244,0.003791421,0.009255736,0.019689768,0.070896502,-9.795919617
23.885000,0.001512134,0.005914990,0.006282236,0.038295920,0.074404153,-9.790410574
23.890000,0.004700317,0.007469223,0.011562531,0.039333030,0.073338000,-9.806350726
23.895000,0.003202318,0.009866606,0.007930941,0.022094184,0.071472235,-9.802762960
23.900000,-0.000310154,0.010496155,0.007970792,0.033573647,0.073948234,-9.805526077
23.905000,0.002723076,0.010775124,0.010304014,0.040833581,0.067358444,-9.810521522
23.910000,0.006877990,0.005922814,0.006877886,0.029066792,0.069968264,-9.803692733
23.915000,0.004788492,0.008834764,0.006781183,0.038432514,0.062993373,-9.784690368
23.920000,0.003209270,0.010510751,0.009532584,0.035044897,0.065688859,-9.811425152
23.925000,0.007825676,0.010656839,0.010941579,0.025562187,0.062746819,-9.809391992
23.930000,0.004646235,0.008730475,0.014890511,0.041005225,0.078336723,-9.788529163
23.935000,0.005729965,0.005344147,0.010484204,0.045808143,0.077734456,-9.807243421
23.940000,0.005247762,0.009789199,0.012192891,0.046945336,0.067370618,-9.801783711
23.945000,0.007858642,0.009188367,0.010019394,0.048726197,0.065532741,-9.796127328
23.950000,0.006953294,0.005804431,0.012225116,0.041572976,0.072957698,-9.801082096
23.955000,0.008093016,0.006836056,0.010790510,0.036998251,0.055719265,-9.797415662
23.960000,0.004052755,0.008288133,0.013994202,0.034910148,0.066287496,-9.792860131
23.965000,0.005978614,0.005733691,0.012638209,0.040176445,0.071761982,-9.800809385
23.970000,0.003588166,0.003022943,0.010189710,0.043060669,0.069885077,-9.796376035
23.975000,0.004698314,0.008149102,0.012238022,0.043694623,0.057646642,-9.799837955
23.980000,0.005665803,0.004786089,0.012954837,0.041301097,0.062003085,-9.791179223
23.985000,0.003985564,0.004402928,0.013088413,0.048185820,0.053998958,-9.791797084
23.990000,0.006961346,0.005100650,0.010801008,0.042986734,0.066276617,-9.797867479
23.995000,0.005642942,0.009469975,0.008371787,0.059126128,0.053716371,-9.804885104
24.000000,0.005237815,0.011071565,0.012910082,0.030433518,0.059061012,-9.799475057
24.005000,0.006607356,0.008426090,0.013482786,0.064330555,0.056986274,-9.801845847
24.010000,0.012490320,0.005706107,0.015623613,0.040598171,0.062405026,-9.800018984
24.015000,0.007269252,0.005079711,0.013817136,0.053795700,0.070548204,-9.804791648
24.020000,0.009169256,0.006733702,0.012684309,0.041814006,0.060220070,-9.811253588
24.025000,0.007675157,0.005549003,0.012729900,0.044584463,0.050156375,-9.789078493
24.030000,0.010662839,0.007834785,0.014761790,0.051387610,0.054803372,-9.799807937
24.035000,0.006324226,0.005007666,0.013379756,0.041730349,0.054229769,-9.800611968
24.040000,0.006002896,0.005436954,0.015407988,0.056051889,0.057278152,-9.797407493
24.045000,0.005472862,0.010545050,0.007424873,0.049917885,0.058429804,-9.796445627
24.050000,0.002943643,0.010957544,0.013031598,0.058120696,0.061317992,-9.794864115
24.055000,0.008223347,0.009513424,0.017721488,0.059132712,0.049207637,-9.801493162
24.060000,0.008352723,0.009691025,0.015633505,0.065953045,0.055816564,-9.803858997
24.065000,-0.000319655,0.002959495,0.015074772,0.049393636,0.056150298,-9.802026166
24.070000,0.009453242,0.004396934,0.013255436,0.058868529,0.067881371,-9.789899403
24.075000,0.005465092,0.011214129,0.014950286,0.058102123,0.059945333,-9.808585625
24.080000,0.003307901,0.002772848,0.010546170,0.057630548,0.047055539,-9.800462810
24.085000,0.002129583,0.009129153,0.015703620,0.067054914,0.057001110,-9.793336423
24.090000,0.003262807,0.008558946,0.014039452,0.061643588,0.046144696,-9.802204211
24.095000,0.005678950,0.009506236,0.013962820,0.056421571,0.045861703,-9.804852809
24.100000,0.008189787,0.006504591,0.012199763,0.062072546,0.046688901,-9.798279588
24.105000,0.010391570,0.011265080,0.016328622,0.059441644,0.048084849,-9.801642682
24.110000,0.003412341,0.007034546,0.015055696,0.050076342,0.060012293,-9.801081044
24.115000,0.008566898,0.008176880,0.011632769,0.065324030,0.043142641,-9.792221315
24.120000,0.004473344,0.009149215,0.018192790,0.053969621,0.052931569,-9.793665540
24.125000,0.005463370,0.004823714,0.017112304,0.063997104,0.042637521,-9.800605988
24.130000,0.005112787,0.009434489,0.013211662,0.064204304,0.050113830,-9.787553924
24.135000,0.007114156,0.008436505,0.016204862,0.071374255,0.046767147,-9.801880990
24.140000,0.007773895,0.009160845,0.017201246,0.064121408,0.050885265,-9.805661727
24.145000,0.003747054,0.004393377,0.017135353,0.067650013,0.041728197,-9.805604138
24.150000,0.011921412,0.005244293,0.015168482,0.068227719,0.041385874,-9.806879294
24.155000,0.002708711,0.005873813,0.020625816,0.067037568,0.037403547,-9.804238065
24.160000,0.001933824,0.008793899,0.017946072,0.061644183,0.036586670,-9.797595330
24.165000,0.006368172,0.005472052,0.016124434,0.068565569,0.037848088,-9.805200832
24.170000,0.008372021,0.010354338,0.017666902,0.076357849,0.038543624,-9.804952904
24.175000,0.008506714,0.007314748,0.016440512,0.073300767,0.042330629,-9.798062806
24.180000,0.005986830,0.007304868,0.011468086,0.073790437,0.048002380,-9.810578329
24.185000,0.002079467,0.008254419,0.019403726,0.065186331,0.044177409,-9.799943649
24.190000,0.005458455,0.010553755,0.017281603,0.076854953,0.041129099,-9.799797720
24.195000,0.006157309,0.008600521,0.014532756,0.075716045,0.045770552,-9.800422790
24.200000,0.003846639,0.010314204,0.016563371,0.072807477,0.056462444,-9.801783348
24.205000,0.008648886,0.005645421,0.018776793,0.077311946,0.043420316,-9.815308131
24.210000,0.002255083,0.005964069,0.020072917,0.071084222,0.030899062,-9.809482148
24.215000,0.003172466,0.006554955,0.018913468,0.085497975,0.037532316,-9.800440296
24.220000,0.006837993,0.009498048,0.018147776,0.086081590,0.032422119,-9.797061326
24.225000,0.010969672,0.010986047,0.014165229,0.087555798,0.037018025,-9.794783172
24.230000,0.006225437,0.008359925,0.020972764,0.082696562,0.034922722,-9.801323587
24.235000,0.005191319,0.008001602,0.017996295,0.079437129,0.028176926,-9.791425077
24.240000,0.004506451,0.007571048,0.013188166,0.085470958,0.024979348,-9.782328265
24.245000,0.003879164,0.005030418,0.022288868,0.074490760,0.036020405,-9.807186628
24.250000,0.004880467,0.003890257,0.020205880,0.079269717,0.027116757,-9.797744166
24.255000,0.007140779,0.007864904,0.018702524,0.089904628,0.033420026,-9.796981312
24.260000,0.007135469,0.005724446,0.020022083,0.087515299,0.029404800,-9.811204781
24.265000,0.001729417,0.006853638,0.015041395,0.087449167,0.036703904,-9.810675957
24.270000,0.004909174,0.008441818,0.021293910,0.094299859,0.039424645,-9.796942175
24.275000,0.005528676,0.010383889,0.021237209,0.092572840,0.026737835,-9.788010711
24.280000,0.009532614,0.009662549,0.020691702,0.084906694,0.028225159,-9.798417384
24.285000,0.007154113,0.006307298,0.018042617,0.076526578,0.021658851,-9.804735506
24.290000,0.005222117,0.004345956,0.021654964,0.097518508,0.014532928,-9.787676084
24.295000,0.003185566,0.005699124,0.020075193,0.093074937,0.023474395,-9.790739793
24.300000,0.009159711,0.007649469,0.016140259,0.085879936,0.031724388,-9.793685778
24.305000,0.007206588,0.011854846,0.013987240,0.093434495,0.013419997,-9.805547044
24.310000,0.006578802,0.006150053,0.024611148,0.096011199,0.036780678,-9.785998820
24.315000,0.003995024,0.007540284,0.022054188,0.098773232,0.010841262,-9.801302597
24.320000,0.004338169,0.008312959,0.019113294,0.100789845,0.021393390,-9.787200094
24.325000,0.006142681,0.005129158,0.021722485,0.101553573,0.026173299,-9.797408974
24.330000,0.005061991,0.003863971,0.025048891,0.110089796,0.034453180,-9.804848366
24.335000,0.007869341,0.008984343,0.023549563,0.087463422,0.021406060,-9.807676162
24.340000,0.008945818,0.005813552,0.023852108,0.097046193,0.027509286,-9.793670282
24.345000,0.005514346,0.009497143,0.026146952,0.094128355,0.022318207,-9.802921399
24.350000,0.004149343,0.001860552,0.029173040,0.104286619,0.012674580,-9.791211356
24.355000,0.004198993,0.006855308,0.018714907,0.095891357,0.022228752,-9.796959062
24.360000,0.006386051,0.010817078,0.023709350,0.108748071,0.030238159,-9.811188436
24.365000,0.004164573,0.008701641,0.021249989,0.098535699,0.022727185,-9.803919255
24.370000,0.006937025,0.003940187,0.027438381,0.106794084,0.020918332,-9.800349409
24.375000,0.008492976,0.008046544,0.021221622,0.117784140,0.021334728,-9.800524177
24.380000,0.006049188,0.010492640,0.023643326,0.099097293,0.028005971,-9.801612977
24.385000,0.001439227,0.004388799,0.019771776,0.097583409,0.017364949,-9.799499596
24.390000,0.004764573,0.011995403,0.029115601,0.106697489,-0.000108342,-9.784898556
24.395000,0.001853632,0.005874040,0.023835460,0.101890496,0.023606479,-9.795913450
24.400000,0.003600685,0.008478955,0.024405163,0.106170477,0.010939357,-9.799774842
24.405000,0.005140642,0.007146873,0.022165669,0.115008070,0.015517645,-9.790084745
24.410000,0.005493000,0.007148617,0.024349663,0.107525405,0.023961405,-9.791806795
24.415000,0.006576021,0.009244703,0.021877397,0.115397644,0.014462939,-9.790037778
24.420000,0.004572551,0.007585720,0.026643936,0.100140369,0.017627956,-9.793799417
24.425000,0.004124103,0.009752828,0.023602933,0.102551842,0.009618672,-9.796896695
24.430000,0.011350352,0.003689500,0.023325464,0.120592039,0.016418137,-9.791108079
24.435000,0.009356039,0.011600836,0.028287378,0.105814039,0.000584091,-9.790053603
24.440000,0.004320292,0.007460965,0.020382787,0.109368011,0.007161329,-9.805095399
24.445000,0.004327698,0.006428216,0.027638311,0.099352556,0.012601759,-9.794308550
24.450000,0.004111943,0.014995659,0.024700881,0.122598643,0.009188240,-9.796452413
24.455000,0.009484848,0.010791133,0.022055607,0.121040718,0.012113510,-9.801728792
24.460000,0.000647378,0.009657147,0.022417936,0.110056203,0.009317945,-9.795015040
24.465000,0.004503737,0.007368484,0.031086779,0.114220541,0.006113839,-9.798180394
24.470000,0.002631800,0.008073010,0.023593595,0.112719637,0.003637704,-9.797478402
24.475000,0.004020494,0.005129736,0.024651545,0.110251900,-0.001251963,-9.791585575
24.480000,0.003287977,0.007742483,0.028111574,0.111945239,0.013041407,-9.795341058
24.485000,0.007070550,0.007562436,0.022047379,0.126052493,0.000977570,-9.797826042
24.490000,0.004429257,0.007673667,0.026400000,0.117679179,0.007175858,-9.806451107
24.495000,0.005512943,0.008201884,0.027494031,0.128127711,-0.001349123,-9.790634157
24.500000,0.011635195,0.007453535,0.028285830,0.121364007,0.010428329,-9.796367265
24.505000,0.006104268,0.008896642,0.026219855,0.127786404,0.008527879,-9.791334271
24.510000,0.004360869,0.007108127,0.028015067,0.120890915,0.001301522,-9.781890405
24.515000,0.007876203,0.005426275,0.025384900,0.132001051,-0.006461349,-9.808149163
24.520000,0.008472232,0.009612245,0.024086581,0.123339923,0.005348486,-9.798531565
24.525000,0.006207854,0.007650475,0.027084244,0.119200084,0.005981689,-9.797698770
24.530000,0.008233637,0.008955208,0.027837010,0.121132201,0.013970373,-9.800948529
24.535000,0.012304471,0.006333124,0.030251066,0.130390602,0.002346177,-9.806852905
24.540000,0.009840137,0.008446465,0.030396135,0.141248023,-0.004148493,-9.789611015
24.545000,0.004842082,0.007391398,0.025217152,0.120071150,0.016324440,-9.800053502
24.550000,0.005338600,0.006532786,0.026689253,0.130356906,-0.007296130,-9.799181594
24.555000,0.008191277,0.009663679,0.029010800,0.131188484,0.007178161,-9.793100323
24.560000,0.008523770,0.004859886,0.029997673,0.144227770,-0.001308052,-9.808234385
24.565000,0.001666555,0.007165266,0.029017811,0.137134397,0.003703326,-9.788141228
24.570000,0.011055274,0.005357227,0.028831003,0.119931209,-0.011221596,-9.805476648
24.575000,0.000906996,0.008902360,0.029656665,0.135014621,-0.009109131,-9.797804420
24.580000,0.003823971,0.004235124,0.029871202,0.124801369,0.001810834,-9.788779563
24.585000,0.005186467,0.006346567,0.029268515,0.143785445,0.000001687,-9.790690672
24.590000,0.005900804,0.010113054,0.023510175,0.142604518,-0.006490315,-9.799178048
24.595000,0.006172306,0.011714877,0.026515475,0.128208127,-0.008068396,-9.790823422
24.600000,0.007090291,0.009393883,0.025046070,0.130359226,-0.020019273,-9.798102947
24.605000,-0.002148376,0.010648453,0.024468903,0.141386019,-0.007540999,-9.787564184
24.610000,0.007553938,0.010941875,0.033489837,0.126062683,-0.005563819,-9.797182183
24.615000,0.003336524,0.004816728,0.030392847,0.134169549,-0.012811919,-9.802163589
24.620000,0.011229735,0.001684549,0.029639085,0.143955245,-0.014029016,-9.787604894
24.625000,0.006173277,0.008460011,0.024988494,0.144765357,-0.016776332,-9.799533934
24.630000,0.008352280,0.010640338,0.026536901,0.131966243,-0.013268312,-9.795348353
24.635000,0.004609022,0.006008375,0.030524478,0.135345343,-0.014827600,-9.792987047
24.640000,0.011037283,0.009412698,0.032550251,0.152985370,-0.002988775,-9.786294127
24.645000,0.002985065,0.004708532,0.030978457,0.139425912,-0.014820675,-9.802317454
24.650000,0.012106962,0.001906286,0.029779326,0.136942783,-0.021954556,-9.799353078
24.655000,0.007977711,0.004858557,0.030977574,0.150146999,-0.024359827,-9.805619245
24.660000,0.010456155,0.006969069,0.028372479,0.145829354,-0.010941791,-9.785824019
24.665000,0.005929355,0.009763490,0.027419500,0.140453268,-0.019494506,-9.784714488
24.670000,0.006630308,0.005115062,0.031236405,0.141423592,-0.030078457,-9.800523272
24.675000,0.004690922,0.007969794,0.034407071,0.155282921,-0.016078763,-9.796171284
24.680000,0.009491458,0.008462722,0.034431412,0.160061875,-0.018828135,-9.800692379
24.685000,0.011338242,0.006606621,0.029244840,0.150852494,-0.010783814,-9.806446967
24.690000,0.001821883,0.005667655,0.034168295,0.144180285,-0.022257799,-9.796058030
24.695000,0.005167125,0.006077343,0.032552634,0.150881986,-0.024459570,-9.799604646
24.700000,0.003112753,0.009496952,0.029550844,0.156708896,-0.027975333,-9.796694462
24.705000,0.005995884,0.007251019,0.035957719,0.155136914,-0.025588267,-9.787226271
24.710000,0.008385831,0.014453914,0.028042994,0.147555075,-0.025868240,-9.795817123
24.715000,0.005985707,0.011172262,0.032164783,0.153889754,-0.025982519,-9.805750085
24.720000,0.006604630,0.007125255,0.039697773,0.158118292,-0.021018495,-9.790195060
24.725000,0.010219718,0.008248372,0.033599275,0.154863552,-0.024575509,-9.801037692
24.730000,0.003354951,0.007739868,0.035320438,0.154321162,-0.029761160,-9.802512716
24.735000,0.006138572,0.009181508,0.033760999,0.157643553,-0.026373393,-9.784069753
24.740000,0.014678713,0.004652032,0.032638171,0.155271736,-0.035898562,-9.798913454
24.745000,0.001941157,0.006048179,0.031357679,0.169256879,-0.027177630,-9.791920184
24.750000,0.003053862,0.003550043,0.032171847,0.163959258,-0.032115271,-9.800570690
24.755000,0.010303463,0.006033104,0.035532770,0.166602732,-0.018142841,-9.799129276
24.760000,0.005650299,0.005288622,0.031123986,0.161880692,-0.028992394,-9.793249877
24.765000,0.006954983,0.008998240,0.028214900,0.145803136,-0.017937929,-9.808904811
24.770000,0.009434163,0.011301494,0.029211972,0.152766444,-0.037956842,-9.788763172
24.775000,0.008680418,0.007212103,0.033052531,0.165675983,-0.040719376,-9.789701377
24.780000,0.006083058,0.004447411,0.032845813,0.158173986,-0.040856325,-9.800680130
24.785000,0.008214413,0.003202391,0.034563507,0.167699398,-0.033993988,-9.782611776
24.790000,0.006862884,0.005731892,0.034095481,0.162895562,-0.026213765,-9.796801182
24.795000,0.001457611,0.009977644,0.034179928,0.159911528,-0.024792277,-9.794419814
24.800000,0.005135482,0.007509551,0.038510818,0.160087138,-0.034599600,-9.804485683
24.805000,0.001740462,0.011254138,0.030409685,0.169558539,-0.045273446,-9.802485893
24.810000,0.003168256,0.004547293,0.034257052,0.165531497,-0.044931013,-9.786375048
24.815000,0.012018753,0.009756372,0.032978259,0.158284720,-0.032107858,-9.796949099
24.820000,0.012208372,0.006098895,0.035382169,0.170509269,-0.038423454,-9.800712066
24.825000,0.001200073,0.006776651,0.038346794,0.177395412,-0.037756339,-9.794882962
24.830000,0.003863949,0.009554511,0.032865742,0.169939886,-0.036970737,-9.800948529
24.835000,0.006825860,0.007154628,0.033340825,0.169960886,-0.038553829,-9.801497418
24.840000,0.004835147,0.014368241,0.036886883,0.176143324,-0.035402536,-9.797712351
24.845000,0.000189040,0.005398688,0.036160173,0.171158126,-0.044197473,-9.803794725
24.850000,0.001684291,0.007594868,0.034477437,0.170254979,-0.032469244,-9.800739130
24.855000,0.006458793,0.010145073,0.038825454,0.169238971,-0.040638376,-9.793469534
24.860000,0.003241475,0.005527860,0.035053229,0.171484123,-0.053585516,-9.803118633
24.865000,0.005713852,0.005850079,0.036962480,0.173262663,-0.035129117,-9.792582991
24.870000,0.009368641,0.005350026,0.036189441,0.179158734,-0.042639570,-9.795339342
24.875000,0.002467266,0.011079452,0.040083950,0.154318027,-0.031781302,-9.794848881
24.880000,0.002841042,0.005066823,0.037899960,0.177390301,-0.037829223,-9.799704304
24.885000,0.008126187,0.010097682,0.040310413,0.183335743,-0.042110789,-9.786336444
24.890000,0.010385028,0.005177372,0.036633552,0.175024704,-0.041264833,-9.792950799
24.895000,0.007137593,0.006807210,0.039827311,0.170521682,-0.043728148,-9.794301656
24.900000,-0.000479634,0.008369523,0.034126583,0.176762771,-0.040772206,-9.788504462
24.905000,0.005601258,0.010493324,0.042800825,0.180135955,-0.039626048,-9.805365512
24.910000,0.004380755,0.002602585,0.038938923,0.181138225,-0.046563994,-9.797032845
24.915000,0.007612001,0.006171361,0.038457633,0.192066317,-0.049595861,-9.795514221
24.920000,0.005513521,0.006782478,0.043853063,0.182540136,-0.039700563,-9.804235065
24.925000,0.007948038,0.008966036,0.039816627,0.183250677,-0.055161893,-9.783831020
24.930000,0.011725775,0.006484932,0.035726584,0.201232045,-0.056450876,-9.802609365
24.935000,0.005125230,0.010158427,0.040333620,0.195195032,-0.052109283,-9.793218206
24.940000,0.007171943,0.007132290,0.037585174,0.194854073,-0.046731990,-9.791332481
24.945000,0.006197860,0.012045139,0.041102000,0.179218304,-0.053488452,-9.789941538
24.950000,0.004132534,0.012669443,0.040793428,0.185808526,-0.046687238,-9.791570554
24.955000,0.010999683,0.005409359,0.039765792,0.187374895,-0.043988763,-9.797868001
24.960000,0.007161666,0.007357729,0.037473454,0.191022367,-0.061772418,-9.778035960
24.965000,0.001895529,0.007648344,0.037681967,0.203782799,-0.052788983,-9.784913021
24.970000,0.006970990,0.008423264,0.042887214,0.197714638,-0.048111822,-9.799187272
24.975000,0.004174943,0.009747977,0.037905961,0.188743793,-0.060827957,-9.785009281
24.980000,0.003612836,0.008476923,0.043708491,0.197324409,-0.051406500,-9.795582477
24.985000,0.002685667,0.004868013,0.046677243,0.192262474,-0.062233653,-9.801310181
24.990000,0.005532233,0.008379502,0.040148198,0.197793527,-0.060100915,-9.796611375
24.995000,0.000349406,0.009318265,0.040744831,0.205204642,-0.059385285,-9.788006828
25.000000,0.007933813,0.005080104,0.039315324,0.178979409,-0.052340531,-9.804399381
25.005000,0.005192419,0.006930685,0.042748218,0.184014287,-0.058058103,-9.800043988
25.010000,0.004386242,0.006883936,0.037093373,0.201223459,-0.052025022,-9.799091246
25.015000,0.002929495,0.004046838,0.041664042,0.193435515,-0.067211414,-9.799169833
25.020000,0.004809245,0.011668484,0.042331394,0.194183171,-0.053588223,-9.785078821
25.025000,0.009054761,0.008971478,0.044426765,0.193640305,-0.062119094,-9.789796610
25.030000,0.011598790,0.008992376,0.042291128,0.192501622,-0.071745878,-9.789024857
25.035000,0.000277180,0.014271635,0.041435653,0.197668573,-0.072169557,-9.778343925
25.040000,0.007806693,0.007059660,0.042535281,0.198324988,-0.065478508,-9.788713673
25.045000,0.008452622,0.005767180,0.040238048,0.207011444,-0.077075047,-9.790516144
25.050000,0.005050262,0.006829023,0.041305298,0.194572156,-0.058441159,-9.783104704
25.055000,0.009771144,0.006947661,0.041144022,0.207429308,-0.062940714,-9.801498415
25.060000,0.008477824,0.008829153,0.043428549,0.208391349,-0.064742556,-9.793461438
25.065000,0.003525691,0.003985133,0.041148948,0.220759821,-0.059211898,-9.788763512
25.070000,0.013228608,0.009825572,0.042596029,0.203517575,-0.066603464,-9.797819838
25.075000,0.004261636,0.005794419,0.039119341,0.212869569,-0.075579319,-9.794589199
25.080000,0.004543847,0.009391638,0.042853366,0.213817460,-0.051385346,-9.791687707
25.085000,0.007671904,0.006690244,0.042841545,0.206080503,-0.077562590,-9.791660009
25.090000,0.003732934,0.010934795,0.044526581,0.210626002,-0.070713489,-9.792300235
25.095000,0.004303537,0.003612304,0.046995706,0.213866397,-0.071297896,-9.798018377
25.100000,0.005990867,0.005896169,0.043203374,0.201966712,-0.062606838,-9.794804834
25.105000,0.005757400,0.003624942,0.038608348,0.221672912,-0.084369224,-9.802296475
25.110000,0.006096687,0.008303640,0.048140523,0.208075190,-0.082556938,-9.796993931
25.115000,0.005979646,0.011207738,0.047466680,0.214329909,-0.076509059,-9.799240053
25.120000,0.005518721,0.011611501,0.046477400,0.223007968,-0.079246929,-9.799555014
25.125000,0.003811102,0.009927716,0.052878461,0.220449411,-0.082043518,-9.786553551
25.130000,0.003748158,0.007037165,0.044642565,0.223596969,-0.075559029,-9.790299054
25.135000,0.010911580,0.008353199,0.047529928,0.215295960,-0.073737570,-9.804251936
25.140000,0.004460517,0.011765331,0.045650558,0.221047716,-0.070352374,-9.806648328
25.145000,0.007208785,0.007283211,0.048001684,0.210097813,-0.074952136,-9.787132762
25.150000,0.002599554,0.005404409,0.042269070,0.213127880,-0.088684230,-9.793659534
25.155000,0.007880744,0.004377403,0.053089425,0.215460024,-0.085277776,-9.789132327
25.160000,0.004911670,0.005552778,0.043176520,0.215239148,-0.082213288,-9.789858339
25.165000,0.007784567,0.001532280,0.047403173,0.220214688,-0.080158167,-9.798976956
25.170000,0.003675168,0.010715374,0.046981805,0.214239889,-0.083374894,-9.797962780
25.175000,0.006109890,0.003182458,0.045737870,0.221157573,-0.092813074,-9.796794876
25.180000,0.003517424,0.008701681,0.045957736,0.227883809,-0.082618340,-9.796938936
25.185000,0.005575450,0.003080251,0.050479574,0.224931862,-0.080066538,-9.795241368
25.190000,0.005145729,0.002573006,0.047350375,0.228261117,-0.094164914,-9.794133330
25.195000,0.007093142,0.007319351,0.046566671,0.217179782,-0.076226486,-9.807007023
25.200000,0.007557170,0.009378936,0.045234563,0.228179362,-0.091938783,-9.791613627
25.205000,0.006738794,0.006466386,0.042631114,0.226875297,-0.075601167,-9.785685434
25.210000,0.000346916,0.007587917,0.045504444,0.212513669,-0.096458889,-9.796785821
25.215000,0.006580314,0.003620149,0.044218136,0.223686181,-0.085369879,-9.784410073
25.220000,0.008851139,0.007750335,0.047021130,0.228257289,-0.079783755,-9.795281365
25.225000,0.009949466,0.005801855,0.048785907,0.231712638,-0.088407950,-9.794354918
25.230000,0.005032420,0.005511791,0.051461542,0.226419218,-0.100020924,-9.785826402
